🚨WANTED🚨for ROBBERY On Wednesday 11/14/20 @ 4:40 PM on a N/B 2 Train @ 3 Ave &amp; 149 St Station #Bronx @NYPD40Pct👓Seen these people? Know who they are?☎️Call us 1-800-577-TIPS. It is ANONYMOUS and you can receive a REWARD of up to $2500! #YourCityYourCall https://t.co/axdxRwApYV
1333277773750792193
🚨WANTED🚨for ROBBERY On Wednesday 11/18/20 @ 1:20 PM on the c/o Madison St &amp; Gouverneur St  #Manhattan @NYPD7Pct👓Seen this person? Know this person?☎️Call us 1-800-577-TIPS. It is ANONYMOUS and you can receive a REWARD of up to $2500! #YourCityYourCall @NYPDDetectives @NYPDShea https://t.co/VmJVu5F2SD
1333272942323638272
🚨WANTED🚨for ROBBERY On Thursday 10/1/20 @ 7:51 AM in front of 2359 Jerome Ave #Bronx @NYPD52Pct 👓Seen this person? Know this person?☎️Call us 1-800-577-TIPS. It is ANONYMOUS and you can receive a REWARD of up to $2500! #YourCityYourCall https://t.co/RZBulukzDZ
1333239210661339138
🚨WANTED🚨for ASSAULT On Saturday 11/28/20 @ 10:00 AM in front of 1737 Boston Rd #Bronx @NYPD42Pct 👓Seen this person? Know who this is?☎️Call 1-800-577-TIPS. It is ANONYMOUS and you can receive a REWARD of up to $2500! #YourCityYourCall @BronxDAClark @NYPDShea @NYPDDetectives https://t.co/uxjO0YPrh5
1333236119677308929
RT @NYPD19Pct: 🚨WANTED for ROBBERY
On 11/26 at 1:05pm, an 88-year-old female was walking in the vicinity of East 89th St. &amp; York Ave. when…
1333168421253623808
🚨WANTED🚨for BURGLARY On 10/24/20 @ 12:45AM inside a construction site located at 555 West 38 Street @NYPD10PCT #Manhattan 👓Seen this person? Know this person?☎️Call us 1-800-577-TIPS. It is ANONYMOUS you can receive a REWARD of up to $2500! #YourCityYourCall https://t.co/64Ov3gWFSn
1333166422516781066
🚨WANTED🚨for an Assault (Non-fatal shooting)in front of 2260 Crotona Ave. #MorrisHeights #BRONX @NYPD48Pct on 11/21/2020 at 9:31 PM💰Reward up to $2500 👓 Seen them? Know who they are ?☎️Call 1-800-577-TIPS or DM us!📞Calls are CONFIDENTIAL! #YourCityYourCall https://t.co/Vsu97dG9ar
1332551292259069952
🚨WANTED🚨for ROBBERY #Inwood #Manhattan @NYPD34PCT  in the vicinity of Wadsworth Ave &amp; west 190th St.  11/24/20 @ 8:40 PM💰Reward up to $2500🕶Seen them? Know who they are? ☎️Call 1-800-577-TIPS or DM us! 📞Calls are CONFIDENTIAL! #yourcityYourcall @NYPDDetectives @NYPDShea https://t.co/dws3gksAr1
1332543234476826625
🚨WANTED🚨for an ASSAULT #Hunterspoint #yourcityyourcall inside the Queens Plaza 🚂 station “R” train platform on 11/23/20 @ 9:16 AM💰Reward up to $2500🕶Seen him? Know who he is? ☎️Call 1-800-577-TIPS or DM us!📞Calls are CONFIDENTIAL! #yourcityyourcall @NYPDShea @NYPDDetectives https://t.co/5DKFZieUv8
1331793819650682880
🚨WANTED🚨for a ROBBERY #Queens @NYPD103Pct in front of 139-01 89th Ave on 9/30/20 @ 8:55 PM 💰Reward up to $2500🕶Seen him? Know who he is? ☎️Call 1-800-577-TIPS or DM us!📞Calls are CONFIDENTIAL! #yourcityYourcall @NYPDShea @NYPDDetectives @NYPDChiefofDept @QueensDAKatz @ABC7NY https://t.co/WU3kJZD7Ba
1331793046577553408
🚨WANTED🚨for a PUBLIC LEWDNESS #Regopark #Queens on board an E/B Q60 MTS bus in vicinity of 63 Drive &amp; Queens Blvd on 11/15/20@4:25AM💰Reward up to $2500🕶Seen him? Know who he is? ☎️Call 1-800-577-TIPSorDM us!📞Calls are CONFIDENTIAL! #yourcityYourcall @NYPDShea @NYPDDetectives https://t.co/brB5JbjIO2
1331790013068152832
🚨WANTED🚨for an ASSAULT #Brooklyn @NYPD84Pct aboard the northbound “A” 🚂 en route to High Street Station on 11/21/20 @ 11:50 AM💰Reward up to $2500🕶Seen him? Know who he is? ☎️Call 1-800-577-TIPS or DM us!📞Calls are CONFIDENTIAL! #yourcityYourcall @NYPDShea @NYPDDetectives https://t.co/RepmNsgO8c
1331787682431832066
🚨WANTED🚨for a ROBBERY #Woodhaven #Queens @NYPD102Pct @ Woodhaven Blvd and Jackie Robinson Parkway on 11/23/20 @ 7:00 PM💰Reward up to $2500🕶Seen them? Know who they are? ☎️Call 1-800-577-TIPS or DM us!📞Calls are CONFIDENTIAL! #yourcityYourcall @NYPDShea @NYPDDetectives https://t.co/XhmX5gPpk2
1331782503317839872
🚨WANTED🚨for an ASSAULT #Midtown #Manhattan @ the Grand Central 🚂 Station on 11/21/20 @ 10:00 PM💰Reward up to $2500🕶Seen him? Know who he is?☎️Call 1-800-577-TIPS or DM us!📞Calls are CONFIDENTIAL! #yourcityYourcall @NYPDShea @NYPDDetectives @NYPDChiefofDept @NYPDChiefPatrol https://t.co/l4R6CB3iCY
1331773455235248129
🚨WANTED🚨for A BANK ROBBERY inside  of  450 3rd Avenue #Manhattan @NYPD17Pct on 11/24/2020 AT 4:45 PM 💰Reward up to $2500👓Seen him? Know who he is ?☎️Call 1-800-577-TIPS or DM us!📞Calls are CONFIDENTIAL! #YourCityYourCall @NYPDDetectives @NYPDShea @NYPDChiefPatrol https://t.co/vhG8xnYmB2
1331454061904867329
